Voltage,SAL,LY
1.276152305,-0.407178444,-0.667427428
1.272745491,-0.430701532,-0.712770937
1.269338677,-0.455200837,-0.760173199
1.265931864,-0.480904057,-0.808497319
1.26252505,-0.507957892,-0.856442599
1.259118236,-0.536310415,-0.902706174
1.255711423,-0.565550987,-0.946154083
1.252304609,-0.595078173,-0.985965451
1.248897796,-0.624220769,-1.021643019
1.245490982,-0.652205764,-1.052928192
1.242084168,-0.678302032,-1.079635238
1.238677355,-0.701919941,-1.101510034
1.235270541,-0.722542659,-1.118282918
1.231863727,-0.739719812,-1.129794134
1.228456914,-0.753065882,-1.135974939
1.2250501,-0.762206172,-1.136776072
1.221643287,-0.766780236,-1.132235173
1.218236473,-0.766503692,-1.122567596
1.214829659,-0.761219585,-1.108146148
1.211422846,-0.75087912,-1.089480183
1.208016032,-0.735582329,-1.067153093
1.204609218,-0.71569651,-1.041670141
1.201202405,-0.691749115,-1.013449161
1.197795591,-0.664267055,-0.982905327
1.194388778,-0.633825699,-0.950333617
1.190981964,-0.600987127,-0.915772065
1.18757515,-0.566227374,-0.87912724
1.184168337,-0.530092003,-0.840329577
1.180761523,-0.493155468,-0.799362054
1.177354709,-0.455883197,-0.756336474
1.173947896,-0.418788249,-0.711569562
1.170541082,-0.382462458,-0.665548523
1.167134269,-0.347420256,-0.618863122
1.163727455,-0.314147802,-0.572079433
1.160320641,-0.283110164,-0.525593912
1.156913828,-0.254624941,-0.479682883
1.153507014,-0.228842183,-0.434695455
1.1501002,-0.205677149,-0.391122197
1.146693387,-0.184739284,-0.349534844
1.143286573,-0.165487218,-0.31054718
1.13987976,-0.147425036,-0.274770713
1.136472946,-0.130185204,-0.242752088
1.133066132,-0.11356601,-0.214950554
1.129659319,-0.097565926,-0.191629282
1.126252505,-0.082365708,-0.172680154
1.122845691,-0.068155741,-0.157700931
1.119438878,-0.054977658,-0.146217408
1.116032064,-0.042722208,-0.137644093
1.112625251,-0.031083193,-0.131166154
1.109218437,-0.019622187,-0.125869533
1.105811623,-0.008062767,-0.120906791
1.10240481,0.003661632,-0.11554877
1.098997996,0.015495796,-0.10926652
1.095591182,0.027103802,-0.101786956
1.092184369,0.037899803,-0.093039543
1.088777555,0.047318019,-0.083079636
1.085370741,0.054884965,-0.071981641
1.081963928,0.060313572,-0.059744683
1.078557114,0.063622656,-0.046381334
1.075150301,0.064998705,-0.032110222
1.071743487,0.06473621,-0.017392153
1.068336673,0.063282353,-0.002820678
1.06492986,0.061062349,0.010959125
1.061523046,0.058329007,0.023313032
1.058116232,0.055211239,0.033685427
1.054709419,0.051796268,0.041632343
1.051302605,0.048208918,0.046904473
1.047895792,0.044659899,0.049536198
1.044488978,0.041428923,0.049728626
1.041082164,0.038833465,0.047689936
1.037675351,0.03721837,0.043730247
1.034268537,0.036966879,0.038363607
1.030861723,0.038390041,0.032153032
1.02745491,0.041512914,0.025566386
1.024048096,0.046103645,0.01898795
1.020641283,0.051815685,0.01272807
1.017234469,0.058175775,0.007061941
1.013827655,0.064724498,0.002310631
1.010420842,0.071193979,-0.001161338
1.007014028,0.07740167,-0.002979924
1.003607214,0.083235876,-0.002794293
1.000200401,0.088687746,-0.000416345
0.996793587,0.093619797,0.003996374
0.993386774,0.097732424,0.00990209
0.98997996,0.100757189,0.01650393
0.986573146,0.10244275,0.022943741
0.983166333,0.102571815,0.028484886
0.979759519,0.101083006,0.032602183
0.976352705,0.09804017,0.034996826
0.972945892,0.093641682,0.035674712
0.969539078,0.088301528,0.034967789
0.966132265,0.082550712,0.033284689
0.962725451,0.076873409,0.030873501
0.959318637,0.071632785,0.027911345
0.955911824,0.067037747,0.024614359
0.95250501,0.06311125,0.021140342
0.949098196,0.059697865,0.017567936
0.945691383,0.056628932,0.013990992
0.942284569,0.053892084,0.010524641
0.938877756,0.051621152,0.007340219
0.935470942,0.050108894,0.00474897
0.932064128,0.049738747,0.003138873
0.928657315,0.050725352,0.002885867
0.925250501,0.053090655,0.004339689
0.921843687,0.056724032,0.007705859
0.918436874,0.061209654,0.012858094
0.91503006,0.065897737,0.019285693
0.911623246,0.070179907,0.026233289
0.908216433,0.073521746,0.032956228
0.904809619,0.075556004,0.038910783
0.901402806,0.076234818,0.043740641
0.897995992,0.075690956,0.047180662
0.894589178,0.074143737,0.049110058
0.891182365,0.071924606,0.049636441
0.887775551,0.069310544,0.04891442
0.884368737,0.066413248,0.046912317
0.880961924,0.063261714,0.043459955
0.87755511,0.059860151,0.03839371
0.874148297,0.056240197,0.031624238
0.870741483,0.052517182,0.023211623
0.867334669,0.048887737,0.013392181
0.863927856,0.045609094,0.002533385
0.860521042,0.042987908,-0.008789367
0.857114228,0.041379743,-0.019676133
0.853707415,0.041073541,-0.029044767
0.850300601,0.042096715,-0.035892227
0.846893788,0.044261848,-0.039434939
0.843486974,0.047310028,-0.039246574
0.84008016,0.050906098,-0.035397521
0.836673347,0.054764249,-0.02845087
0.833266533,0.058762942,-0.019310017
0.829859719,0.062780849,-0.008948841
0.826452906,0.066685672,0.001832397
0.823046092,0.070404565,0.012440906
0.819639279,0.073719198,0.022399806
0.816232465,0.076256083,0.031355638
0.812825651,0.077689169,0.039135603
0.809418838,0.077703291,0.045616781
0.806012024,0.076004836,0.050535017
0.80260521,0.072474708,0.053494028
0.799198397,0.067178823,0.054062849
0.795791583,0.060390092,0.05188243
0.79238477,0.052611235,0.046811679
0.788977956,0.044401207,0.038948243
0.785571142,0.036227916,0.028561291
0.782164329,0.028493877,0.016181095
0.778757515,0.021567795,0.002691207
0.775350701,0.015718718,-0.010849673
0.771943888,0.011052703,-0.023452878
0.768537074,0.007622167,-0.034307506
0.765130261,0.005560626,-0.042889746
0.761723447,0.005066508,-0.049040382
0.758316633,0.006407042,-0.052909197
0.75490982,0.009820796,-0.054835479
0.751503006,0.01524767,-0.055125454
0.748096192,0.022354875,-0.053841893
0.744689379,0.030701824,-0.050883063
0.741282565,0.039645368,-0.046227937
0.737875752,0.048396754,-0.040016892
0.734468938,0.05624973,-0.03249972
0.731062124,0.062597219,-0.024096651
0.727655311,0.067002714,-0.015498941
0.724248497,0.069315758,-0.007610656
0.720841683,0.06954224,-0.001396323
0.71743487,0.067804568,0.002337452
0.714028056,0.064410335,0.003169447
0.710621242,0.059697403,0.001042504
0.707214429,0.053920015,-0.003890297
0.703807615,0.047325453,-0.011210353
0.700400802,0.040193373,-0.020143877
0.696993988,0.032859179,-0.029734181
0.693587174,0.025729718,-0.039071414
0.690180361,0.019222859,-0.047367962
0.686773547,0.013704904,-0.054030932
0.683366733,0.009475715,-0.058745117
0.67995992,0.006795463,-0.06145628
0.676553106,0.005806063,-0.062308499
0.673146293,0.006375777,-0.061508198
0.669739479,0.008193279,-0.059163723
0.666332665,0.010920619,-0.055335393
0.662925852,0.014153756,-0.050218828
0.659519038,0.017533754,-0.044178284
0.656112224,0.02087447,-0.037666226
0.652705411,0.023986435,-0.031201542
0.649298597,0.026619585,-0.025357075
0.645891784,0.028534699,-0.02070439
0.64248497,0.029371942,-0.017777891
0.639078156,0.028686644,-0.016984556
0.635671343,0.026146844,-0.018479352
0.632264529,0.02149271,-0.022248553
0.628857715,0.014548186,-0.028254513
0.625450902,0.005360399,-0.036312963
0.622044088,-0.005829889,-0.045953831
0.618637275,-0.018591147,-0.056558892
0.615230461,-0.032274622,-0.067521073
0.611823647,-0.046188942,-0.078264103
0.608416834,-0.05975037,-0.088290118
0.60501002,-0.072479748,-0.097226411
0.601603206,-0.083999907,-0.104785211
0.598196393,-0.094082845,-0.110736417
0.594789579,-0.102662169,-0.114877773
0.591382766,-0.109707078,-0.116998096
0.587975952,-0.115122388,-0.116979717
0.584569138,-0.118774354,-0.114948984
0.581162325,-0.120436729,-0.111265152
0.577755511,-0.119846043,-0.106410314
0.574348697,-0.116980857,-0.100909602
0.570941884,-0.112075777,-0.095267598
0.56753507,-0.105499732,-0.089933674
0.564128257,-0.097886573,-0.085315552
0.560721443,-0.090077194,-0.081717796
0.557314629,-0.082857425,-0.079250856
0.553907816,-0.076935167,-0.077962332
0.550501002,-0.07286794,-0.078021634
0.547094188,-0.07090025,-0.079623231
0.543687375,-0.071053847,-0.082831869
0.540280561,-0.073194149,-0.087624152
0.536873747,-0.077045253,-0.093918017
0.533466934,-0.082400211,-0.101526546
0.53006012,-0.089190791,-0.110196974
0.526653307,-0.097324994,-0.119630837
0.523246493,-0.106590402,-0.129428876
0.519839679,-0.116627355,-0.139122065
0.516432866,-0.126930181,-0.148211376
0.513026052,-0.136893142,-0.15614448
0.509619238,-0.14588963,-0.162430669
0.506212425,-0.153360362,-0.166849179
0.502805611,-0.158838907,-0.16949585
0.499398798,-0.162033288,-0.170678716
0.495991984,-0.162962191,-0.170776722
0.49258517,-0.161844047,-0.170101642
0.489178357,-0.158931731,-0.16884612
0.485771543,-0.154553907,-0.16713206
0.482364729,-0.14901604,-0.165019287
0.478957916,-0.142462037,-0.162490371
0.475551102,-0.135017393,-0.15959698
0.472144289,-0.126830908,-0.156626123
0.468737475,-0.118043872,-0.154033605
0.465330661,-0.108994147,-0.15231424
0.461923848,-0.100218852,-0.151952778
0.458517034,-0.092238231,-0.153322668
0.45511022,-0.085542482,-0.156606214
0.451703407,-0.080544272,-0.161822907
0.448296593,-0.077433551,-0.168785138
0.44488978,-0.076193332,-0.177033097
0.441482966,-0.076611469,-0.185954057
0.438076152,-0.078290181,-0.194927564
0.434669339,-0.080821994,-0.203372229
0.431262525,-0.083930801,-0.210859887
0.427855711,-0.087469292,-0.217266863
0.424448898,-0.091394207,-0.222791038
0.421042084,-0.095781105,-0.227824971
0.417635271,-0.100815465,-0.232733022
0.414228457,-0.106633541,-0.237651307
0.410821643,-0.113165797,-0.24248963
0.40741483,-0.120156388,-0.247088867
0.404008016,-0.127179474,-0.251281331
0.400601202,-0.133759647,-0.254884508
0.397194389,-0.139663615,-0.257856827
0.393787575,-0.144881145,-0.260425523
0.390380762,-0.14945113,-0.262937337
0.386973948,-0.153554339,-0.265668791
0.383567134,-0.157482324,-0.268774403
0.380160321,-0.161457991,-0.272255297
0.376753507,-0.165660685,-0.275972721
0.373346693,-0.170177162,-0.279728005
0.36993988,-0.174901874,-0.283224294
0.366533066,-0.179684527,-0.285977582
0.363126253,-0.184390322,-0.287439711
0.359719439,-0.188851338,-0.287187049
0.356312625,-0.192993394,-0.284964476
0.352905812,-0.196871364,-0.280741658
0.349498998,-0.200547625,-0.274808346
0.346092184,-0.204047027,-0.267757626
0.342685371,-0.207336037,-0.260343708
0.339278557,-0.210307359,-0.253245548
0.335871743,-0.212805316,-0.246882484
0.33246493,-0.214650218,-0.241473158
0.329058116,-0.215667227,-0.237230529
0.325651303,-0.215679606,-0.234401028
0.322244489,-0.214570803,-0.233164908
0.318837675,-0.212446988,-0.233680557
0.315430862,-0.209586512,-0.236206807
0.312024048,-0.206287282,-0.241048839
0.308617234,-0.202866048,-0.248410683
0.305210421,-0.199545719,-0.258271205
0.301803607,-0.196355732,-0.270299881
0.298396794,-0.193320812,-0.283935962
0.29498998,-0.190539396,-0.298560101
0.291583166,-0.188153534,-0.313502057
0.288176353,-0.18651382,-0.327979666
0.284769539,-0.186144372,-0.341214024
0.281362725,-0.187512796,-0.352569065
0.277955912,-0.191026426,-0.361570636
0.274549098,-0.196995136,-0.367970155
0.271142285,-0.205489294,-0.371812133
0.267735471,-0.216336661,-0.37337839
0.264328657,-0.229089483,-0.373087717
0.260921844,-0.24300634,-0.371340466
0.25751503,-0.25722461,-0.368370575
0.254108216,-0.270932536,-0.36430951
0.250701403,-0.283457826,-0.359370701
0.247294589,-0.294331206,-0.353889223
0.243887776,-0.303325627,-0.348239078
0.240480962,-0.310451386,-0.342838317
0.237074148,-0.31582978,-0.338203267
0.233667335,-0.319567215,-0.334899347
0.230260521,-0.321752961,-0.333438891
0.226853707,-0.32243708,-0.334163632
0.223446894,-0.321719401,-0.337166714
0.22004008,-0.319981132,-0.342400437
0.216633267,-0.317810621,-0.349797219
0.213226453,-0.315803119,-0.35915706
0.209819639,-0.314628467,-0.370039359
0.206412826,-0.314949637,-0.381896446
0.203006012,-0.317188741,-0.394211345
0.199599198,-0.321561733,-0.406515064
0.196192385,-0.328056137,-0.41845992
0.192785571,-0.336327534,-0.429871921
0.189378758,-0.345870624,-0.440673603
0.185971944,-0.356133062,-0.450826426
0.18256513,-0.366529002,-0.460279245
0.179158317,-0.37663407,-0.468870593
0.175751503,-0.386261808,-0.476358031
0.172344689,-0.395327945,-0.482587174
0.168937876,-0.403774547,-0.487593368
0.165531062,-0.411537546,-0.491572404
0.162124248,-0.418512606,-0.494819738
0.158717435,-0.424569412,-0.497686712
0.155310621,-0.429576357,-0.500560622
0.151903808,-0.43340036,-0.503856949
0.148496994,-0.435887726,-0.507905992
0.14509018,-0.436953932,-0.512827599
0.141683367,-0.436755555,-0.518673298
0.138276553,-0.435623367,-0.525617467
0.134869739,-0.433905976,-0.5338415
0.131462926,-0.432017125,-0.543372776
0.128056112,-0.430359124,-0.554149678
0.124649299,-0.429169048,-0.56609265
0.121242485,-0.428627908,-0.579067738
0.117835671,-0.428871796,-0.592881328
0.114428858,-0.429939187,-0.607287294
0.111022044,-0.43199837,-0.621975446
0.10761523,-0.435378496,-0.636610877
0.104208417,-0.440352263,-0.650831969
0.100801603,-0.447118378,-0.664207413
0.09739479,-0.455770058,-0.676364236
0.093987976,-0.466186468,-0.687196011
0.090581162,-0.478075637,-0.696873014
0.087174349,-0.491004467,-0.705681878
0.083767535,-0.504421108,-0.713878926
0.080360721,-0.517827319,-0.721631663
0.076953908,-0.530895155,-0.729053397
0.073547094,-0.543427896,-0.736272736
0.070140281,-0.555328606,-0.743403978
0.066733467,-0.566616356,-0.750481172
0.063326653,-0.577409641,-0.757589817
0.05991984,-0.587818751,-0.765025976
0.056513026,-0.597857207,-0.77316892
0.053106212,-0.607449879,-0.782304185
0.049699399,-0.616374951,-0.792631915
0.046292585,-0.624274444,-0.804262391
0.042885772,-0.630873948,-0.817177075
0.039478958,-0.636024551,-0.831267721
0.036072144,-0.639668115,-0.846307477
0.032665331,-0.642035109,-0.861861534
0.029258517,-0.643624881,-0.877358026
0.025851703,-0.6449754,-0.892212201
0.02244489,-0.646626728,-0.905844232
0.019038076,-0.649003768,-0.917767509
0.015631263,-0.652294496,-0.927786426
0.012224449,-0.656619812,-0.93607764
0.008817635,-0.66208336,-0.943075265
0.005410822,-0.668689311,-0.949268865
0.002004008,-0.67647038,-0.955049244
-0.001402806,-0.685536,-0.960682365
-0.004809619,-0.695933706,-0.966360075
-0.008216433,-0.707620479,-0.972195849
-0.011623246,-0.72048448,-0.978219072
-0.01503006,-0.734323021,-0.984544134
-0.018436874,-0.748869266,-0.991537323
-0.021843687,-0.763850871,-0.999728864
-0.025250501,-0.779048316,-1.009657787
-0.028657315,-0.794337206,-1.021778019
-0.032064128,-0.80975377,-1.036320595
-0.035470942,-0.825553725,-1.053228785
-0.038877756,-0.842044815,-1.072227062
-0.042284569,-0.859368143,-1.092813329
-0.045691383,-0.877514273,-1.114236463
-0.049098196,-0.896310497,-1.135688343
-0.05250501,-0.915427708,-1.156510465
-0.055911824,-0.934625227,-1.176243716
-0.059318637,-0.953806405,-1.194718695
-0.062725451,-0.972943869,-1.212162131
-0.066132265,-0.992252752,-1.229144569
-0.069539078,-1.012198804,-1.246393992
-0.072945892,-1.033294004,-1.264535085
-0.076352705,-1.056052169,-1.28388613
-0.079759519,-1.080870255,-1.304482554
-0.083166333,-1.107854691,-1.326239451
-0.086573146,-1.136866987,-1.349006057
-0.08997996,-1.167532129,-1.372542756
-0.093386774,-1.199216871,-1.396655881
-0.096793587,-1.231241682,-1.421364253
-0.100200401,-1.263084234,-1.446855754
-0.103607214,-1.29438194,-1.473373391
-0.107014028,-1.324897817,-1.501123824
-0.110420842,-1.35454137,-1.530159041
-0.113827655,-1.383352764,-1.560365483
-0.117234469,-1.411354892,-1.591527622
-0.120641283,-1.438445199,-1.62323371
-0.124048096,-1.464456588,-1.654779286
-0.12745491,-1.489170227,-1.685335844
-0.130861723,-1.512348011,-1.714154838
-0.134268537,-1.533905344,-1.740610821
-0.137675351,-1.553849983,-1.76428243
-0.141082164,-1.572124855,-1.785053648
-0.144488978,-1.588721535,-1.803064601
-0.147895792,-1.603654566,-1.818566986
-0.151302605,-1.616844493,-1.831745306
-0.154709419,-1.62831514,-1.842590446
-0.158116232,-1.638254373,-1.850960088
-0.161523046,-1.646874276,-1.856734032
-0.16492986,-1.654486324,-1.85984762
-0.168336673,-1.661495118,-1.860260738
-0.171743487,-1.668262755,-1.858080623
-0.175150301,-1.675140179,-1.853704189
-0.178557114,-1.682426762,-1.847758594
-0.181963928,-1.690219752,-1.840941934
-0.185370741,-1.698375585,-1.833832036
-0.188777555,-1.706503448,-1.826711899
-0.192184369,-1.71400113,-1.819608273
-0.195591182,-1.720189562,-1.812437491
-0.198997996,-1.724431781,-1.804969057
-0.20240481,-1.72618853,-1.796767173
-0.205811623,-1.725033811,-1.787351768
-0.209218437,-1.720708511,-1.776341374
-0.212625251,-1.713166719,-1.763435796
-0.216032064,-1.702438825,-1.74844336
-0.219438878,-1.688529956,-1.731324507
-0.222845691,-1.671529332,-1.712154518
-0.226252505,-1.651583917,-1.691086816
-0.229659319,-1.62884281,-1.668264978
-0.233066132,-1.603641794,-1.643708907
-0.236472946,-1.576480937,-1.617389747
-0.23987976,-1.54787156,-1.589440902
-0.243286573,-1.518485411,-1.560218639
-0.246693387,-1.489164883,-1.530186648
-0.2501002,-1.460712893,-1.499857044
-0.253507014,-1.433849319,-1.469796971
-0.256913828,-1.409084387,-1.44057678
-0.260320641,-1.386542582,-1.412700898
-0.263727455,-1.366059487,-1.386489752
-0.267134269,-1.347283072,-1.361949086
-0.270541082,-1.329725265,-1.338873548
-0.273947896,-1.312968777,-1.317070698
-0.277354709,-1.296800521,-1.296365514
-0.280761523,-1.281149717,-1.276529182
-0.284168337,-1.265994565,-1.257375865
-0.28757515,-1.251301198,-1.23881533
-0.290981964,-1.236972429,-1.220772428
-0.294388778,-1.222783251,-1.203197662
-0.297795591,-1.208407805,-1.186075541
-0.301202405,-1.193543616,-1.169323377
-0.304609218,-1.177892284,-1.152770633
-0.308016032,-1.161135373,-1.136166505
-0.311422846,-1.143109044,-1.119148038
-0.314829659,-1.123812488,-1.101362368
-0.318236473,-1.103311645,-1.082703095
-0.321643287,-1.08188294,-1.063401658
-0.3250501,-1.060014636,-1.043920293
-0.328456914,-1.038226782,-1.024802312
-0.331863727,-1.017071044,-1.006546836
-0.335270541,-0.997026753,-0.989493235
-0.338677355,-0.978354385,-0.973770352
-0.342084168,-0.961248007,-0.959274161
-0.345490982,-0.945868287,-0.94568045
-0.348897796,-0.932209756,-0.932649362
-0.352304609,-0.920183331,-0.920045795
-0.355711423,-0.90966397,-0.907872443
-0.359118236,-0.900405021,-0.896104724
-0.36252505,-0.892028196,-0.884665191
-0.365931864,-0.884009387,-0.873397367
-0.369338677,-0.875708202,-0.862022276
-0.372745491,-0.866525532,-0.850207302
-0.376152305,-0.856019018,-0.837587509
-0.379559118,-0.843923622,-0.823707069
-0.382965932,-0.830173366,-0.808103383
-0.386372745,-0.814967785,-0.790407757
-0.389779559,-0.798756793,-0.770336705
-0.393186373,-0.782000716,-0.747802611
-0.396593186,-0.764980872,-0.723109869
-0.4,-0.747859963,-0.696952405
