Day,subject,sex,Outcome,CSPair,CS_name,Period,MagEntries,MagDuration
5,1_____,F,O1,AB,A_O1,CS,4.5,2.8849999999999874
5,1_____,F,O1,AB,A_O1,Post,0.75,0.7150000000000603
5,1_____,F,O1,AB,A_O1,Pre,0.5,0.3999999999999986
5,1_____,F,O1,AB,A_O1,CSPre,4,2.4849999999999888
5,1_____,F,O1,AXBY,AX_,CS,1.125,0.6274999999999837
5,1_____,F,O1,AXBY,AX_,Post,1,0.8374999999999205
5,1_____,F,O1,AXBY,AX_,Pre,0.125,0.2000000000000029
5,1_____,F,O1,AXBY,AX_,CSPre,1,0.42749999999998084
5,1_____,F,O2,AB,B_O2,CS,1.25,2.2949999999999307
5,1_____,F,O2,AB,B_O2,Post,3,1.6450000000000107
5,1_____,F,O2,AB,B_O2,Pre,0,0.27499999999997726
5,1_____,F,O2,AB,B_O2,CSPre,1.25,2.0199999999999534
5,1_____,F,O2,AXBY,BY_,CS,0.125,0.03749999999999438
5,1_____,F,O2,AXBY,BY_,Post,1,0.7950000000000018
5,1_____,F,O2,AXBY,BY_,Pre,0.375,0.1400000000000148
5,1_____,F,O2,AXBY,BY_,CSPre,-0.25,-0.10250000000002044
5,2_____,F,O1,AB,A_O1,CS,1.5,1.8149999999999977
5,2_____,F,O1,AB,A_O1,Post,1.5,0.1700000000000157
5,2_____,F,O1,AB,A_O1,Pre,0.5,0.8199999999999932
5,2_____,F,O1,AB,A_O1,CSPre,1,0.9950000000000045
5,2_____,F,O1,AXBY,AX_,CS,0.25,0.22500000000000847
5,2_____,F,O1,AXBY,AX_,Post,1,1.4099999999999822
5,2_____,F,O1,AXBY,AX_,Pre,0.125,0.30000000000001137
5,2_____,F,O1,AXBY,AX_,CSPre,0.125,-0.0750000000000029
5,2_____,F,O2,AB,B_O2,CS,1.25,2.414999999999935
5,2_____,F,O2,AB,B_O2,Post,0.5,0.2700000000000387
5,2_____,F,O2,AB,B_O2,Pre,0.75,0.5499999999999973
5,2_____,F,O2,AB,B_O2,CSPre,0.5,1.864999999999938
5,2_____,F,O2,AXBY,BY_,CS,0.25,0.3025000000000092
5,2_____,F,O2,AXBY,BY_,Post,0.5,0.5250000000000128
5,2_____,F,O2,AXBY,BY_,Pre,0.375,0.41750000000001813
5,2_____,F,O2,AXBY,BY_,CSPre,-0.125,-0.11500000000000893
5,26____,M,O1,AB,A_O1,CS,1.75,2.874999999999886
5,26____,M,O1,AB,A_O1,Post,1,0.5050000000001803
5,26____,M,O1,AB,A_O1,Pre,0.25,0.3849999999999908
5,26____,M,O1,AB,A_O1,CSPre,1.5,2.489999999999895
5,26____,M,O1,AXBY,AX_,CS,0.375,0.7524999999999977
5,26____,M,O1,AXBY,AX_,Post,1.625,2.010000000000076
5,26____,M,O1,AXBY,AX_,Pre,0.875,1.2425000000000637
5,26____,M,O1,AXBY,AX_,CSPre,-0.5,-0.49000000000006594
5,26____,M,O2,AB,B_O2,CS,1.5,3.445000000000022
5,26____,M,O2,AB,B_O2,Post,3.5,1.260000000000048
5,26____,M,O2,AB,B_O2,Pre,0.75,0.8400000000000032
5,26____,M,O2,AB,B_O2,CSPre,0.75,2.605000000000019
5,26____,M,O2,AXBY,BY_,CS,0.25,0.2450000000000045
5,26____,M,O2,AXBY,BY_,Post,0.875,0.2950000000000442
5,26____,M,O2,AXBY,BY_,Pre,0,0
5,26____,M,O2,AXBY,BY_,CSPre,0.25,0.2450000000000045
5,27____,M,O1,AB,A_O1,CS,1.25,2.9400000000000546
5,27____,M,O1,AB,A_O1,Post,0.75,1.2400000000000377
5,27____,M,O1,AB,A_O1,Pre,0,0
5,27____,M,O1,AB,A_O1,CSPre,1.25,2.9400000000000546
5,27____,M,O1,AXBY,AX_,CS,0.375,0.2674999999999841
5,27____,M,O1,AXBY,AX_,Post,1.125,0.8024999999999805
5,27____,M,O1,AXBY,AX_,Pre,0.125,0.2725000000000364
5,27____,M,O1,AXBY,AX_,CSPre,0.25,-0.005000000000052296
5,27____,M,O2,AB,B_O2,CS,1,1.0749999999999318
5,27____,M,O2,AB,B_O2,Post,4.25,2.074999999999989
5,27____,M,O2,AB,B_O2,Pre,0.75,0.8700000000000329
5,27____,M,O2,AB,B_O2,CSPre,0.25,0.20499999999989893
5,27____,M,O2,AXBY,BY_,CS,0.125,0.4525000000000149
5,27____,M,O2,AXBY,BY_,Post,0.375,0.5999999999999659
5,27____,M,O2,AXBY,BY_,Pre,0.25,0.4000000000000058
5,27____,M,O2,AXBY,BY_,CSPre,-0.125,0.052500000000009095
5,28____,M,O1,AB,A_O1,CS,2.75,2.2199999999998847
5,28____,M,O1,AB,A_O1,Post,1.5,3.0049999999999666
5,28____,M,O1,AB,A_O1,Pre,0,0
5,28____,M,O1,AB,A_O1,CSPre,2.75,2.2199999999998847
5,28____,M,O1,AXBY,AX_,CS,0.75,0.4999999999999716
5,28____,M,O1,AXBY,AX_,Post,1.75,1.2950000000000514
5,28____,M,O1,AXBY,AX_,Pre,0.125,0.08500000000000796
5,28____,M,O1,AXBY,AX_,CSPre,0.625,0.4149999999999636
5,28____,M,O2,AB,B_O2,CS,3,2.280000000000115
5,28____,M,O2,AB,B_O2,Post,0.25,3.3450000000000557
5,28____,M,O2,AB,B_O2,Pre,0,0
5,28____,M,O2,AB,B_O2,CSPre,3,2.280000000000115
5,28____,M,O2,AXBY,BY_,CS,1.5,1.1524999999999181
5,28____,M,O2,AXBY,BY_,Post,1.125,1.1650000000000347
5,28____,M,O2,AXBY,BY_,Pre,0.375,0.5700000000000003
5,28____,M,O2,AXBY,BY_,CSPre,1.125,0.5824999999999179
5,29____,M,O1,AB,A_O1,CS,1.25,1.1950000000000642
5,29____,M,O1,AB,A_O1,Post,1.25,0.8449999999999986
5,29____,M,O1,AB,A_O1,Pre,0.25,0.9599999999999227
5,29____,M,O1,AB,A_O1,CSPre,1,0.23500000000014154
5,29____,M,O1,AXBY,AX_,CS,0,0
5,29____,M,O1,AXBY,AX_,Post,0.125,0.047499999999999376
5,29____,M,O1,AXBY,AX_,Pre,0.375,0.21250000000000563
5,29____,M,O1,AXBY,AX_,CSPre,-0.375,-0.21250000000000563
5,29____,M,O2,AB,B_O2,CS,1.75,2.3250000000000175
5,29____,M,O2,AB,B_O2,Post,0.25,0.075000000000017
5,29____,M,O2,AB,B_O2,Pre,0,0
5,29____,M,O2,AB,B_O2,CSPre,1.75,2.3250000000000175
5,29____,M,O2,AXBY,BY_,CS,0.25,0.2849999999999965
5,29____,M,O2,AXBY,BY_,Post,0.5,0.4749999999999944
5,29____,M,O2,AXBY,BY_,Pre,0,0
5,29____,M,O2,AXBY,BY_,CSPre,0.25,0.2849999999999965
5,3_____,F,O1,AB,A_O1,CS,1,2.0749999999999744
5,3_____,F,O1,AB,A_O1,Post,0.5,1.6350000000000189
5,3_____,F,O1,AB,A_O1,Pre,0.25,1.3249999999999886
5,3_____,F,O1,AB,A_O1,CSPre,0.75,0.7499999999999858
5,3_____,F,O1,AXBY,AX_,CS,0.125,0.08750000000000563
5,3_____,F,O1,AXBY,AX_,Post,0.75,0.8974999999999368
5,3_____,F,O1,AXBY,AX_,Pre,0.375,0.784999999999968
5,3_____,F,O1,AXBY,AX_,CSPre,-0.25,-0.6974999999999623
5,3_____,F,O2,AB,B_O2,CS,1,2.269999999999982
5,3_____,F,O2,AB,B_O2,Post,0.25,0.94999999999996
5,3_____,F,O2,AB,B_O2,Pre,1,2.329999999999984
5,3_____,F,O2,AB,B_O2,CSPre,0,-0.060000000000002274
5,3_____,F,O2,AXBY,BY_,CS,1.5,2.187500000000057
5,3_____,F,O2,AXBY,BY_,Post,0.75,1.4125000000000654
5,3_____,F,O2,AXBY,BY_,Pre,0.125,1.562500000000007
5,3_____,F,O2,AXBY,BY_,CSPre,1.375,0.6250000000000497
5,30____,M,O1,AB,A_O1,CS,4,2.579999999999984
5,30____,M,O1,AB,A_O1,Post,1,2.2600000000001046
5,30____,M,O1,AB,A_O1,Pre,0.5,0.26000000000004775
5,30____,M,O1,AB,A_O1,CSPre,3.5,2.3199999999999363
5,30____,M,O1,AXBY,AX_,CS,1.375,0.6999999999999035
5,30____,M,O1,AXBY,AX_,Post,1.75,1.387500000000017
5,30____,M,O1,AXBY,AX_,Pre,1.125,0.4925000000000495
5,30____,M,O1,AXBY,AX_,CSPre,0.25,0.20749999999985397
5,30____,M,O2,AB,B_O2,CS,3.5,2.6099999999999284
5,30____,M,O2,AB,B_O2,Post,1.5,2.6399999999998154
5,30____,M,O2,AB,B_O2,Pre,0.75,1.334999999999951
5,30____,M,O2,AB,B_O2,CSPre,2.75,1.2749999999999775
5,30____,M,O2,AXBY,BY_,CS,0.75,0.7025000000000716
5,30____,M,O2,AXBY,BY_,Post,1.375,1.3200000000000003
5,30____,M,O2,AXBY,BY_,Pre,1.5,1.1149999999999807
5,30____,M,O2,AXBY,BY_,CSPre,-0.75,-0.41249999999990905
5,31____,M,O1,AB,A_O1,CS,1.5,4.144999999999968
5,31____,M,O1,AB,A_O1,Post,0,1.8600000000000563
5,31____,M,O1,AB,A_O1,Pre,0.25,0.6550000000000012
5,31____,M,O1,AB,A_O1,CSPre,1.25,3.4899999999999665
5,31____,M,O1,AXBY,AX_,CS,0.5,0.6375000000000739
5,31____,M,O1,AXBY,AX_,Post,0.625,1.1825000000000188
5,31____,M,O1,AXBY,AX_,Pre,0.375,0.3500000000000511
5,31____,M,O1,AXBY,AX_,CSPre,0.125,0.2875000000000228
5,31____,M,O2,AB,B_O2,CS,1.25,4.375000000000071
5,31____,M,O2,AB,B_O2,Post,1.25,2.0550000000000352
5,31____,M,O2,AB,B_O2,Pre,0.25,0.25499999999999545
5,31____,M,O2,AB,B_O2,CSPre,1,4.120000000000076
5,31____,M,O2,AXBY,BY_,CS,0.5,1.064999999999884
5,31____,M,O2,AXBY,BY_,Post,0.75,1.1800000000000634
5,31____,M,O2,AXBY,BY_,Pre,0.25,0.7475000000000307
5,31____,M,O2,AXBY,BY_,CSPre,0.25,0.31749999999985334
5,32____,M,O1,AB,A_O1,CS,2,1.47999999999999
5,32____,M,O1,AB,A_O1,Post,1.5,2.3349999999999222
5,32____,M,O1,AB,A_O1,Pre,1.25,1.690000000000012
5,32____,M,O1,AB,A_O1,CSPre,0.75,-0.21000000000002195
5,32____,M,O1,AXBY,AX_,CS,0,0
5,32____,M,O1,AXBY,AX_,Post,0.25,0.2650000000000431
5,32____,M,O1,AXBY,AX_,Pre,0.5,0.6975000000000195
5,32____,M,O1,AXBY,AX_,CSPre,-0.5,-0.6975000000000195
5,32____,M,O2,AB,B_O2,CS,1.5,3.3300000000001124
5,32____,M,O2,AB,B_O2,Post,3,2.424999999999983
5,32____,M,O2,AB,B_O2,Pre,0,0
5,32____,M,O2,AB,B_O2,CSPre,1.5,3.3300000000001124
5,32____,M,O2,AXBY,BY_,CS,0.125,0.22999999999998977
5,32____,M,O2,AXBY,BY_,Post,0.375,0.8625000000000115
5,32____,M,O2,AXBY,BY_,Pre,0.25,0.28000000000002934
5,32____,M,O2,AXBY,BY_,CSPre,-0.125,-0.05000000000003957
5,33____,M,O1,AB,A_O1,CS,0.75,1.5449999999999022
5,33____,M,O1,AB,A_O1,Post,2,2.664999999999992
5,33____,M,O1,AB,A_O1,Pre,0,1.9850000000000136
5,33____,M,O1,AB,A_O1,CSPre,0.75,-0.4400000000001114
5,33____,M,O1,AXBY,AX_,CS,0.25,0.1575000000000415
5,33____,M,O1,AXBY,AX_,Post,0.5,0.8425000000000651
5,33____,M,O1,AXBY,AX_,Pre,1,0.9099999999999895
5,33____,M,O1,AXBY,AX_,CSPre,-0.75,-0.752499999999948
5,33____,M,O2,AB,B_O2,CS,2.5,3.01500000000005
5,33____,M,O2,AB,B_O2,Post,2,2.7399999999998954
5,33____,M,O2,AB,B_O2,Pre,0,0
5,33____,M,O2,AB,B_O2,CSPre,2.5,3.01500000000005
5,33____,M,O2,AXBY,BY_,CS,0.75,1.0349999999999824
5,33____,M,O2,AXBY,BY_,Post,0.25,1.049999999999983
5,33____,M,O2,AXBY,BY_,Pre,0.375,0.2474999999999951
5,33____,M,O2,AXBY,BY_,CSPre,0.375,0.7874999999999872
5,4_____,F,O1,AB,A_O1,CS,1.5,1.8600000000000705
5,4_____,F,O1,AB,A_O1,Post,1.5,1.4149999999999072
5,4_____,F,O1,AB,A_O1,Pre,0.25,0.3000000000000115
5,4_____,F,O1,AB,A_O1,CSPre,1.25,1.5600000000000591
5,4_____,F,O1,AXBY,AX_,CS,0.125,0.034999999999996624
5,4_____,F,O1,AXBY,AX_,Post,1.125,0.7675000000000551
5,4_____,F,O1,AXBY,AX_,Pre,0,0
5,4_____,F,O1,AXBY,AX_,CSPre,0.125,0.034999999999996624
5,4_____,F,O2,AB,B_O2,CS,2.75,2.2250000000000085
5,4_____,F,O2,AB,B_O2,Post,1,0.7800000000000726
5,4_____,F,O2,AB,B_O2,Pre,0,1.6899999999999977
5,4_____,F,O2,AB,B_O2,CSPre,2.75,0.5350000000000108
5,4_____,F,O2,AXBY,BY_,CS,0.375,0.34249999999997277
5,4_____,F,O2,AXBY,BY_,Post,1.5,1.1474999999999511
5,4_____,F,O2,AXBY,BY_,Pre,0.25,0.7175000000000297
5,4_____,F,O2,AXBY,BY_,CSPre,0.125,-0.3750000000000569
5,5_____,F,O1,AB,A_O1,CS,1,2.8399999999999754
5,5_____,F,O1,AB,A_O1,Post,0.75,2.105000000000018
5,5_____,F,O1,AB,A_O1,Pre,0,1.25
5,5_____,F,O1,AB,A_O1,CSPre,1,1.5899999999999754
5,5_____,F,O1,AXBY,AX_,CS,0.25,0.5850000000000364
5,5_____,F,O1,AXBY,AX_,Post,0.375,0.727499999999992
5,5_____,F,O1,AXBY,AX_,Pre,0.125,0.6874999999999999
5,5_____,F,O1,AXBY,AX_,CSPre,0.125,-0.10249999999996351
5,5_____,F,O2,AB,B_O2,CS,1.25,2.424999999999869
5,5_____,F,O2,AB,B_O2,Post,1,1.9800000000000184
5,5_____,F,O2,AB,B_O2,Pre,0.25,0.2599999999999909
5,5_____,F,O2,AB,B_O2,CSPre,1,2.164999999999878
5,5_____,F,O2,AXBY,BY_,CS,0.125,0.3824999999999931
5,5_____,F,O2,AXBY,BY_,Post,0.25,0.20749999999993912
5,5_____,F,O2,AXBY,BY_,Pre,0.25,0.3825000000000003
5,5_____,F,O2,AXBY,BY_,CSPre,-0.125,-7.16093850883226e-15
5,6_____,F,O1,AB,A_O1,CS,1.25,1.2949999999997885
5,6_____,F,O1,AB,A_O1,Post,0.25,1.0799999999999415
5,6_____,F,O1,AB,A_O1,Pre,0,0
5,6_____,F,O1,AB,A_O1,CSPre,1.25,1.2949999999997885
5,6_____,F,O1,AXBY,AX_,CS,0.375,0.10249999999996368
5,6_____,F,O1,AXBY,AX_,Post,0.5,0.45999999999995106
5,6_____,F,O1,AXBY,AX_,Pre,0.125,0.9374999999999716
5,6_____,F,O1,AXBY,AX_,CSPre,0.25,-0.835000000000008
5,6_____,F,O2,AB,B_O2,CS,1.75,1.2849999999999118
5,6_____,F,O2,AB,B_O2,Post,0.75,0.07999999999998399
5,6_____,F,O2,AB,B_O2,Pre,0.25,1
5,6_____,F,O2,AB,B_O2,CSPre,1.5,0.28499999999991177
5,6_____,F,O2,AXBY,BY_,CS,0,0
5,6_____,F,O2,AXBY,BY_,Post,0,0
5,6_____,F,O2,AXBY,BY_,Pre,0.125,0.19749999999999088
5,6_____,F,O2,AXBY,BY_,CSPre,-0.125,-0.19749999999999088
5,7_____,F,O1,AB,A_O1,CS,1.25,2.4350000000000875
5,7_____,F,O1,AB,A_O1,Post,0.5,0.20499999999994176
5,7_____,F,O1,AB,A_O1,Pre,1,0.7150000000000317
5,7_____,F,O1,AB,A_O1,CSPre,0.25,1.7200000000000557
5,7_____,F,O1,AXBY,AX_,CS,0.125,0.007499999999993175
5,7_____,F,O1,AXBY,AX_,Post,0.25,0.12249999999998801
5,7_____,F,O1,AXBY,AX_,Pre,0.375,0.559999999999974
5,7_____,F,O1,AXBY,AX_,CSPre,-0.25,-0.5524999999999808
5,7_____,F,O2,AB,B_O2,CS,3.25,1.7650000000000854
5,7_____,F,O2,AB,B_O2,Post,4.25,0.9100000000000255
5,7_____,F,O2,AB,B_O2,Pre,1,0.48499999999992827
5,7_____,F,O2,AB,B_O2,CSPre,2.25,1.280000000000157
5,7_____,F,O2,AXBY,BY_,CS,0.625,0.29500000000001575
5,7_____,F,O2,AXBY,BY_,Post,0.625,0.6049999999999612
5,7_____,F,O2,AXBY,BY_,Pre,0,0
5,7_____,F,O2,AXBY,BY_,CSPre,0.625,0.29500000000001575
5,8_____,F,O1,AB,A_O1,CS,0.5,1.585000000000008
5,8_____,F,O1,AB,A_O1,Post,0.5,0.279999999999973
5,8_____,F,O1,AB,A_O1,Pre,0.5,0.28999999999993525
5,8_____,F,O1,AB,A_O1,CSPre,0,1.2950000000000728
5,8_____,F,O1,AXBY,AX_,CS,0,0
5,8_____,F,O1,AXBY,AX_,Post,0.625,0.8674999999999713
5,8_____,F,O1,AXBY,AX_,Pre,0.25,0.125000000000007
5,8_____,F,O1,AXBY,AX_,CSPre,-0.25,-0.125000000000007
5,8_____,F,O2,AB,B_O2,CS,1.75,4.17000000000003
5,8_____,F,O2,AB,B_O2,Post,1.75,1.7450000000000472
5,8_____,F,O2,AB,B_O2,Pre,0.5,0.0350000000000249
5,8_____,F,O2,AB,B_O2,CSPre,1.25,4.135000000000005
5,8_____,F,O2,AXBY,BY_,CS,0.5,0.9300000000000352
5,8_____,F,O2,AXBY,BY_,Post,0.5,1.0450000000000301
5,8_____,F,O2,AXBY,BY_,Pre,0.25,0.09499999999999174
5,8_____,F,O2,AXBY,BY_,CSPre,0.25,0.8350000000000435
6,1_____,F,O1,AB,A_O1,CS,3.75,3.7349999999999
6,1_____,F,O1,AB,A_O1,Post,2.25,1.6250000000000566
6,1_____,F,O1,AB,A_O1,Pre,0.25,0.1000000000000015
6,1_____,F,O1,AB,A_O1,CSPre,3.5,3.6349999999998985
6,1_____,F,O1,AXBY,AX_,CS,0.875,1.239999999999952
6,1_____,F,O1,AXBY,AX_,Post,1.25,0.7075000000000671
6,1_____,F,O1,AXBY,AX_,Pre,0,0
6,1_____,F,O1,AXBY,AX_,CSPre,0.875,1.239999999999952
6,1_____,F,O2,AB,B_O2,CS,2.5,2.815000000000044
6,1_____,F,O2,AB,B_O2,Post,2.5,0.9900000000000092
6,1_____,F,O2,AB,B_O2,Pre,0,0
6,1_____,F,O2,AB,B_O2,CSPre,2.5,2.815000000000044
6,1_____,F,O2,AXBY,BY_,CS,0.375,0.21750000000000108
6,1_____,F,O2,AXBY,BY_,Post,0.375,0.44249999999999545
6,1_____,F,O2,AXBY,BY_,Pre,0,0.04500000000000175
6,1_____,F,O2,AXBY,BY_,CSPre,0.375,0.17249999999999932
6,2_____,F,O1,AB,A_O1,CS,2,2.285000000000011
6,2_____,F,O1,AB,A_O1,Post,0.75,0.8800000000001094
6,2_____,F,O1,AB,A_O1,Pre,0.25,0.09499999999997055
6,2_____,F,O1,AB,A_O1,CSPre,1.75,2.1900000000000404
6,2_____,F,O1,AXBY,AX_,CS,0.625,0.4700000000000307
6,2_____,F,O1,AXBY,AX_,Post,1,1.1274999999999749
6,2_____,F,O1,AXBY,AX_,Pre,1.125,0.8349999999999618
6,2_____,F,O1,AXBY,AX_,CSPre,-0.5,-0.36499999999993105
6,2_____,F,O2,AB,B_O2,CS,1.5,2.214999999999975
6,2_____,F,O2,AB,B_O2,Post,0.25,0.22999999999998977
6,2_____,F,O2,AB,B_O2,Pre,0,0
6,2_____,F,O2,AB,B_O2,CSPre,1.5,2.214999999999975
6,2_____,F,O2,AXBY,BY_,CS,0.125,0.06750000000002387
6,2_____,F,O2,AXBY,BY_,Post,0,0.6950000000000216
6,2_____,F,O2,AXBY,BY_,Pre,0.25,0.10500000000001812
6,2_____,F,O2,AXBY,BY_,CSPre,-0.125,-0.037499999999994246
6,26____,M,O1,AB,A_O1,CS,1.5,2.7650000000000396
6,26____,M,O1,AB,A_O1,Post,1.75,1.7799999999999303
6,26____,M,O1,AB,A_O1,Pre,0.75,0.41499999999996345
6,26____,M,O1,AB,A_O1,CSPre,0.75,2.350000000000076
6,26____,M,O1,AXBY,AX_,CS,1.25,2.797499999999971
6,26____,M,O1,AXBY,AX_,Post,1.375,0.9624999999999918
6,26____,M,O1,AXBY,AX_,Pre,0.5,0.914999999999992
6,26____,M,O1,AXBY,AX_,CSPre,0.75,1.882499999999979
6,26____,M,O2,AB,B_O2,CS,1.25,3.8450000000000415
6,26____,M,O2,AB,B_O2,Post,2.5,2.540000000000162
6,26____,M,O2,AB,B_O2,Pre,1,0.38999999999998625
6,26____,M,O2,AB,B_O2,CSPre,0.25,3.455000000000055
6,26____,M,O2,AXBY,BY_,CS,1,0.5075000000000216
6,26____,M,O2,AXBY,BY_,Post,0.375,0.24999999999997158
6,26____,M,O2,AXBY,BY_,Pre,0.125,0.2175000000000012
6,26____,M,O2,AXBY,BY_,CSPre,0.875,0.2900000000000204
6,27____,M,O1,AB,A_O1,CS,1.5,2.4100000000000676
6,27____,M,O1,AB,A_O1,Post,4.25,1.8150000000001114
6,27____,M,O1,AB,A_O1,Pre,0,1.2300000000000182
6,27____,M,O1,AB,A_O1,CSPre,1.5,1.1800000000000495
6,27____,M,O1,AXBY,AX_,CS,0.25,0.3599999999999851
6,27____,M,O1,AXBY,AX_,Post,0.375,0.3774999999999978
6,27____,M,O1,AXBY,AX_,Pre,0.125,0.15749999999999176
6,27____,M,O1,AXBY,AX_,CSPre,0.125,0.20249999999999335
6,27____,M,O2,AB,B_O2,CS,2.5,2.835000000000001
6,27____,M,O2,AB,B_O2,Post,2.75,2.0599999999998317
6,27____,M,O2,AB,B_O2,Pre,0.25,0.30500000000000677
6,27____,M,O2,AB,B_O2,CSPre,2.25,2.529999999999994
6,27____,M,O2,AXBY,BY_,CS,0,0
6,27____,M,O2,AXBY,BY_,Post,0.375,0.5450000000000017
6,27____,M,O2,AXBY,BY_,Pre,0.125,0.167500000000004
6,27____,M,O2,AXBY,BY_,CSPre,-0.125,-0.167500000000004
6,28____,M,O1,AB,A_O1,CS,2.5,3.0400000000000063
6,28____,M,O1,AB,A_O1,Post,4.25,2.9400000000001256
6,28____,M,O1,AB,A_O1,Pre,0,0
6,28____,M,O1,AB,A_O1,CSPre,2.5,3.0400000000000063
6,28____,M,O1,AXBY,AX_,CS,1,0.31249999999999306
6,28____,M,O1,AXBY,AX_,Post,0.75,0.625
6,28____,M,O1,AXBY,AX_,Pre,0.5,0.19499999999999323
6,28____,M,O1,AXBY,AX_,CSPre,0.5,0.11749999999999983
6,28____,M,O2,AB,B_O2,CS,3.5,2.0050000000000665
6,28____,M,O2,AB,B_O2,Post,1,3.1499999999999773
6,28____,M,O2,AB,B_O2,Pre,0.5,0.9900000000000092
6,28____,M,O2,AB,B_O2,CSPre,3,1.0150000000000574
6,28____,M,O2,AXBY,BY_,CS,1.25,1.2825000000000555
6,28____,M,O2,AXBY,BY_,Post,1.125,1.1100000000000563
6,28____,M,O2,AXBY,BY_,Pre,0.625,0.7525000000000687
6,28____,M,O2,AXBY,BY_,CSPre,0.625,0.5299999999999868
6,29____,M,O1,AB,A_O1,CS,1,2.175000000000125
6,29____,M,O1,AB,A_O1,Post,0.5,1.634999999999934
6,29____,M,O1,AB,A_O1,Pre,0,0
6,29____,M,O1,AB,A_O1,CSPre,1,2.175000000000125
6,29____,M,O1,AXBY,AX_,CS,0,0
6,29____,M,O1,AXBY,AX_,Post,0.25,0.12749999999999775
6,29____,M,O1,AXBY,AX_,Pre,0.375,0.4350000000000025
6,29____,M,O1,AXBY,AX_,CSPre,-0.375,-0.4350000000000025
6,29____,M,O2,AB,B_O2,CS,0.75,2.0399999999999636
6,29____,M,O2,AB,B_O2,Post,1.25,1.8000000000000393
6,29____,M,O2,AB,B_O2,Pre,2.25,0.640000000000043
6,29____,M,O2,AB,B_O2,CSPre,-1.5,1.3999999999999206
6,29____,M,O2,AXBY,BY_,CS,0.125,0.5225000000000364
6,29____,M,O2,AXBY,BY_,Post,0.75,1.4275000000000235
6,29____,M,O2,AXBY,BY_,Pre,0.5,0.317499999999967
6,29____,M,O2,AXBY,BY_,CSPre,-0.375,0.2050000000000694
6,3_____,F,O1,AB,A_O1,CS,0.5,0.6650000000000205
6,3_____,F,O1,AB,A_O1,Post,0.75,1.9549999999999559
6,3_____,F,O1,AB,A_O1,Pre,0.25,0.8600000000000139
6,3_____,F,O1,AB,A_O1,CSPre,0.25,-0.1949999999999934
6,3_____,F,O1,AXBY,AX_,CS,0.625,0.31750000000004874
6,3_____,F,O1,AXBY,AX_,Post,0.5,0.444999999999986
6,3_____,F,O1,AXBY,AX_,Pre,0.125,1.5850000000000077
6,3_____,F,O1,AXBY,AX_,CSPre,0.5,-1.267499999999959
6,3_____,F,O2,AB,B_O2,CS,1.25,1.719999999999914
6,3_____,F,O2,AB,B_O2,Post,0.25,1.7450000000000612
6,3_____,F,O2,AB,B_O2,Pre,0.25,0.0099999999999909
6,3_____,F,O2,AB,B_O2,CSPre,1,1.7099999999999231
6,3_____,F,O2,AXBY,BY_,CS,0.75,2.5574999999999792
6,3_____,F,O2,AXBY,BY_,Post,0.375,1.0150000000000219
6,3_____,F,O2,AXBY,BY_,Pre,0.5,1.0275000000000034
6,3_____,F,O2,AXBY,BY_,CSPre,0.25,1.5299999999999758
6,30____,M,O1,AB,A_O1,CS,2.5,3.7049999999999983
6,30____,M,O1,AB,A_O1,Post,1.25,3.510000000000076
6,30____,M,O1,AB,A_O1,Pre,1.5,0.805000000000035
6,30____,M,O1,AB,A_O1,CSPre,1,2.899999999999963
6,30____,M,O1,AXBY,AX_,CS,1.75,1.10499999999994
6,30____,M,O1,AXBY,AX_,Post,2,2.6750000000000322
6,30____,M,O1,AXBY,AX_,Pre,0.25,0.8250000000000064
6,30____,M,O1,AXBY,AX_,CSPre,1.5,0.27999999999993364
6,30____,M,O2,AB,B_O2,CS,3.25,4.510000000000005
6,30____,M,O2,AB,B_O2,Post,4,1.5249999999999488
6,30____,M,O2,AB,B_O2,Pre,0.25,0.17000000000007273
6,30____,M,O2,AB,B_O2,CSPre,3,4.339999999999932
6,30____,M,O2,AXBY,BY_,CS,1.25,1.780000000000079
