Day,subject,outcome_ID,CS_name,Lever_name,Period,MagEntries,MagDuration
7,17____,Banana,Flash,Left,CS,0.5,0.9166666666666762
7,17____,Banana,Flash,Left,Post1,1,3.0066666666666704
7,17____,Banana,Flash,Left,Post2,0.3333333333333333,3.21333333333331
7,17____,Banana,Flash,Left,Pre1,2.166666666666667,1.3466666666667304
7,17____,Banana,Flash,Left,Pre2,0.6666666666666666,0.9599999999999891
7,17____,Banana,Flash,Left,CSPre,-0.16666666666666663,-0.04333333333331291
7,17____,Chocolate,Steady,Right,CS,0.3333333333333333,0.4700000000000083
7,17____,Chocolate,Steady,Right,Post1,0.6666666666666666,3.1333333333333444
7,17____,Chocolate,Steady,Right,Post2,1.5,3.066666666666663
7,17____,Chocolate,Steady,Right,Pre1,0.16666666666666666,0.8066666666666721
7,17____,Chocolate,Steady,Right,Pre2,0.5,1.1666666666666807
7,17____,Chocolate,Steady,Right,CSPre,-0.16666666666666669,-0.6966666666666724
7,18____,Banana,Flash,Right,CS,0.16666666666666666,0.21333333333333818
7,18____,Banana,Flash,Right,Post1,1.8333333333333333,1.7066666666666728
7,18____,Banana,Flash,Right,Post2,1.8333333333333333,2.3500000000000796
7,18____,Banana,Flash,Right,Pre1,0.16666666666666666,0.18333333333333718
7,18____,Banana,Flash,Right,Pre2,0.6666666666666666,0.4700000000000082
7,18____,Banana,Flash,Right,CSPre,-0.5,-0.25666666666667004
7,18____,Chocolate,Steady,Left,CS,0,0
7,18____,Chocolate,Steady,Left,Post1,1.6666666666666665,3.1700000000000603
7,18____,Chocolate,Steady,Left,Post2,3.1666666666666665,1.9099999999999753
7,18____,Chocolate,Steady,Left,Pre1,0.6666666666666666,1.1966666666667152
7,18____,Chocolate,Steady,Left,Pre2,0.6666666666666666,0.9433333333333564
7,18____,Chocolate,Steady,Left,CSPre,-0.6666666666666666,-0.9433333333333564
7,19____,Banana,Steady,Right,CS,0.5,0.45999999999998686
7,19____,Banana,Steady,Right,Post1,1,3.383333333333331
7,19____,Banana,Steady,Right,Post2,1.3333333333333333,2.666666666666602
7,19____,Banana,Steady,Right,Pre1,0.5,0.9200000000000159
7,19____,Banana,Steady,Right,Pre2,0.3333333333333333,2.2000000000000077
7,19____,Banana,Steady,Right,CSPre,0.16666666666666669,-1.7400000000000209
7,19____,Chocolate,Flash,Left,CS,0,0.5366666666666665
7,19____,Chocolate,Flash,Left,Post1,2,2.173333333333346
7,19____,Chocolate,Flash,Left,Post2,3.333333333333333,2.5466666666666713
7,19____,Chocolate,Flash,Left,Pre1,0.3333333333333333,0.9533333333333378
7,19____,Chocolate,Flash,Left,Pre2,0.16666666666666666,1.0799999999999983
7,19____,Chocolate,Flash,Left,CSPre,-0.16666666666666666,-0.5433333333333318
7,20____,Banana,Steady,Left,CS,0,0
7,20____,Banana,Steady,Left,Post1,1,2.793333333333294
7,20____,Banana,Steady,Left,Post2,1.1666666666666667,4.093333333333286
7,20____,Banana,Steady,Left,Pre1,1.1666666666666667,0.7166666666666212
7,20____,Banana,Steady,Left,Pre2,0,0.08333333333333333
7,20____,Banana,Steady,Left,CSPre,0,-0.08333333333333333
7,20____,Chocolate,Flash,Right,CS,0.16666666666666666,0.08666666666666367
7,20____,Chocolate,Flash,Right,Post1,1.1666666666666667,3.2066666666666563
7,20____,Chocolate,Flash,Right,Post2,0.16666666666666666,4.820000000000012
7,20____,Chocolate,Flash,Right,Pre1,0.5,1.3000000000000114
7,20____,Chocolate,Flash,Right,Pre2,0.3333333333333333,0.4200000000000064
7,20____,Chocolate,Flash,Right,CSPre,-0.16666666666666666,-0.33333333333334275
7,21____,Banana,Flash,Left,CS,1.3333333333333333,1.5599999999999927
7,21____,Banana,Flash,Left,Post1,0.3333333333333333,3.420000000000006
7,21____,Banana,Flash,Left,Post2,0.5,3.5499999999999545
7,21____,Banana,Flash,Left,Pre1,1,2.0033333333333116
7,21____,Banana,Flash,Left,Pre2,1.3333333333333333,1.1533333333333171
7,21____,Banana,Flash,Left,CSPre,0,0.4066666666666756
7,21____,Chocolate,Steady,Right,CS,0.6666666666666666,1.3033333333333605
7,21____,Chocolate,Steady,Right,Post1,0.8333333333333333,3.1933333333333493
7,21____,Chocolate,Steady,Right,Post2,2,3.4133333333333127
7,21____,Chocolate,Steady,Right,Pre1,0.8333333333333333,1.2333333333333167
7,21____,Chocolate,Steady,Right,Pre2,0.8333333333333333,1.2999999999999838
7,21____,Chocolate,Steady,Right,CSPre,-0.16666666666666663,0.003333333333376709
7,22____,Banana,Flash,Right,CS,0.5,0.283333333333303
7,22____,Banana,Flash,Right,Post1,1.1666666666666667,3.46000000000001
7,22____,Banana,Flash,Right,Post2,0.5,3.496666666666701
7,22____,Banana,Flash,Right,Pre1,0.8333333333333333,0.44666666666663957
7,22____,Banana,Flash,Right,Pre2,0.6666666666666666,0.6833333333333276
7,22____,Banana,Flash,Right,CSPre,-0.16666666666666663,-0.40000000000002456
7,22____,Chocolate,Steady,Left,CS,0,0.3499999999999848
7,22____,Chocolate,Steady,Left,Post1,1,3.916666666666681
7,22____,Chocolate,Steady,Left,Post2,0.6666666666666666,4.556666666666658
7,22____,Chocolate,Steady,Left,Pre1,0.3333333333333333,0.9133333333333221
7,22____,Chocolate,Steady,Left,Pre2,0.6666666666666666,2.229999999999971
7,22____,Chocolate,Steady,Left,CSPre,-0.6666666666666666,-1.8799999999999863
7,23____,Banana,Flash,Left,CS,0.16666666666666666,0.0366666666666333
7,23____,Banana,Flash,Left,Post1,1,1.5766666666666918
7,23____,Banana,Flash,Left,Post2,0.5,0.656666666666657
7,23____,Banana,Flash,Left,Pre1,0.16666666666666666,0.033333333333340834
7,23____,Banana,Flash,Left,Pre2,1.1666666666666667,0.796666666666695
7,23____,Banana,Flash,Left,CSPre,-1,-0.7600000000000616
7,23____,Chocolate,Steady,Right,CS,0,0
7,23____,Chocolate,Steady,Right,Post1,1,1.7200000000000082
7,23____,Chocolate,Steady,Right,Post2,1.3333333333333333,1.1166666666665985
7,23____,Chocolate,Steady,Right,Pre1,0.16666666666666666,0.11666666666667416
7,23____,Chocolate,Steady,Right,Pre2,1,0.3400000000000128
7,23____,Chocolate,Steady,Right,CSPre,-1,-0.3400000000000128
7,24____,Banana,Steady,Left,CS,0.16666666666666666,0.1233333333333255
7,24____,Banana,Steady,Left,Post1,0.6666666666666666,3.5500000000000114
7,24____,Banana,Steady,Left,Post2,0.16666666666666666,4.02000000000001
7,24____,Banana,Steady,Left,Pre1,0.16666666666666666,0.9266666666666576
7,24____,Banana,Steady,Left,Pre2,0.3333333333333333,1.1333333333333637
7,24____,Banana,Steady,Left,CSPre,-0.16666666666666666,-1.0100000000000382
7,24____,Chocolate,Flash,Right,CS,0,0.033333333333340834
7,24____,Chocolate,Flash,Right,Post1,0.6666666666666666,2.323333333333352
7,24____,Chocolate,Flash,Right,Post2,1,2.8033333333333417
7,24____,Chocolate,Flash,Right,Pre1,0.3333333333333333,1.1333333333333637
7,24____,Chocolate,Flash,Right,Pre2,0.8333333333333333,1.0599999999999834
7,24____,Chocolate,Flash,Right,CSPre,-0.8333333333333333,-1.0266666666666426
7,25____,Banana,Steady,Left,CS,0,1.2333333333333485
7,25____,Banana,Steady,Left,Post1,0.8333333333333333,2.5366666666667093
7,25____,Banana,Steady,Left,Post2,0.3333333333333333,3.98666666666666
7,25____,Banana,Steady,Left,Pre1,0.6666666666666666,0.5566666666666886
7,25____,Banana,Steady,Left,Pre2,0.8333333333333333,1.990000000000009
7,25____,Banana,Steady,Left,CSPre,-0.8333333333333333,-0.7566666666666606
7,25____,Chocolate,Flash,Right,CS,0,0.1533333333333455
7,25____,Chocolate,Flash,Right,Post1,1,2.4299999999999975
7,25____,Chocolate,Flash,Right,Post2,2,4.853333333333325
7,25____,Chocolate,Flash,Right,Pre1,0.3333333333333333,0.6033333333333151
7,25____,Chocolate,Flash,Right,Pre2,1.5,1.0099999999999911
7,25____,Chocolate,Flash,Right,CSPre,-1.5,-0.8566666666666456
7,42____,Banana,Steady,Right,CS,0.3333333333333333,0.28333333333337885
7,42____,Banana,Steady,Right,Post1,1.5,2.6199999999999712
7,42____,Banana,Steady,Right,Post2,1.1666666666666667,1.9466666666666437
7,42____,Banana,Steady,Right,Pre1,0.6666666666666666,0.6033333333333389
7,42____,Banana,Steady,Right,Pre2,0,0
7,42____,Banana,Steady,Right,CSPre,0.3333333333333333,0.28333333333337885
7,42____,Chocolate,Flash,Left,CS,0.3333333333333333,0.23999999999997118
7,42____,Chocolate,Flash,Left,Post1,1.1666666666666667,3.4533333333333216
7,42____,Chocolate,Flash,Left,Post2,1.8333333333333333,2.610000000000035
7,42____,Chocolate,Flash,Left,Pre1,0,0
7,42____,Chocolate,Flash,Left,Pre2,0.16666666666666666,0.136666666666694
7,42____,Chocolate,Flash,Left,CSPre,0.16666666666666666,0.10333333333327718
7,43____,Banana,Steady,Left,CS,0.16666666666666666,0.11000000000001367
7,43____,Banana,Steady,Left,Post1,1,3.126666666666698
7,43____,Banana,Steady,Left,Post2,1.5,3.336666666666664
7,43____,Banana,Steady,Left,Pre1,0.5,0.2599999999999813
7,43____,Banana,Steady,Left,Pre2,0.5,0.9900000000000186
7,43____,Banana,Steady,Left,CSPre,-0.33333333333333337,-0.880000000000005
7,43____,Chocolate,Flash,Right,CS,0.6666666666666666,1.4699999999999893
7,43____,Chocolate,Flash,Right,Post1,0.8333333333333333,4.65666666666664
7,43____,Chocolate,Flash,Right,Post2,2.166666666666667,3.489999999999976
7,43____,Chocolate,Flash,Right,Pre1,0.6666666666666666,1.0900000000000283
7,43____,Chocolate,Flash,Right,Pre2,1,0.2666666666666586
7,43____,Chocolate,Flash,Right,CSPre,-0.33333333333333337,1.2033333333333307
7,44____,Banana,Flash,Left,CS,0.16666666666666666,0.4733333333333577
7,44____,Banana,Flash,Left,Post1,1.1666666666666667,3.2300000000000018
7,44____,Banana,Flash,Left,Post2,1.3333333333333333,2.596666666666671
7,44____,Banana,Flash,Left,Pre1,0.3333333333333333,0.19666666666667248
7,44____,Banana,Flash,Left,Pre2,0,0.016666666666666836
7,44____,Banana,Flash,Left,CSPre,0.16666666666666666,0.45666666666669087
7,44____,Chocolate,Steady,Right,CS,0.16666666666666666,0.169999999999997
7,44____,Chocolate,Steady,Right,Post1,1.5,3.883333333333307
7,44____,Chocolate,Steady,Right,Post2,1.8333333333333333,1.8333333333333237
7,44____,Chocolate,Steady,Right,Pre1,0.5,0.8533333333333151
7,44____,Chocolate,Steady,Right,Pre2,0.16666666666666666,0.8233333333333424
7,44____,Chocolate,Steady,Right,CSPre,0,-0.6533333333333453
8,17____,Banana,Flash,Left,CS,0.16666666666666666,0.33666666666666367
8,17____,Banana,Flash,Left,Post1,1.5,3.5700000000000403
8,17____,Banana,Flash,Left,Post2,1.8333333333333333,1.8433333333333337
8,17____,Banana,Flash,Left,Pre1,0.5,2.353333333333353
8,17____,Banana,Flash,Left,Pre2,0,1.2733333333333499
8,17____,Banana,Flash,Left,CSPre,0.16666666666666666,-0.9366666666666862
8,17____,Chocolate,Steady,Right,CS,0.3333333333333333,0.3566666666666455
8,17____,Chocolate,Steady,Right,Post1,1.1666666666666667,4.423333333333309
8,17____,Chocolate,Steady,Right,Post2,4.5,2.036666666666558
8,17____,Chocolate,Steady,Right,Pre1,0.5,1.2433333333333678
8,17____,Chocolate,Steady,Right,Pre2,0.3333333333333333,0.5066666666666606
8,17____,Chocolate,Steady,Right,CSPre,0,-0.15000000000001512
8,18____,Banana,Flash,Right,CS,0.16666666666666666,0.046666666666662165
8,18____,Banana,Flash,Right,Post1,1.3333333333333333,3.409999999999966
8,18____,Banana,Flash,Right,Post2,2,2.296666666666679
8,18____,Banana,Flash,Right,Pre1,1.6666666666666665,0.8499999999999612
8,18____,Banana,Flash,Right,Pre2,1.3333333333333333,0.5566666666666695
8,18____,Banana,Flash,Right,CSPre,-1.1666666666666665,-0.5100000000000073
8,18____,Chocolate,Steady,Left,CS,0,0
8,18____,Chocolate,Steady,Left,Post1,1,3.4000000000000292
8,18____,Chocolate,Steady,Left,Post2,2.5,1.4466666666667436
8,18____,Chocolate,Steady,Left,Pre1,0.3333333333333333,0.17333333333332726
8,18____,Chocolate,Steady,Left,Pre2,0.6666666666666666,0.3299999999999984
8,18____,Chocolate,Steady,Left,CSPre,-0.6666666666666666,-0.3299999999999984
8,19____,Banana,Steady,Right,CS,0.16666666666666666,0.6299999999999955
8,19____,Banana,Steady,Right,Post1,1.3333333333333333,3.8999999999999773
8,19____,Banana,Steady,Right,Post2,2.6666666666666665,3.190000000000059
8,19____,Banana,Steady,Right,Pre1,1.1666666666666667,1.936666666666672
8,19____,Banana,Steady,Right,Pre2,0.8333333333333333,2.470000000000032
8,19____,Banana,Steady,Right,CSPre,-0.6666666666666666,-1.8400000000000367
8,19____,Chocolate,Flash,Left,CS,0.6666666666666666,1.1766666666666363
8,19____,Chocolate,Flash,Left,Post1,1.6666666666666665,4.116666666666653
8,19____,Chocolate,Flash,Left,Post2,3.333333333333333,3.3533333333333273
8,19____,Chocolate,Flash,Left,Pre1,0.3333333333333333,0.2766666666666613
8,19____,Chocolate,Flash,Left,Pre2,1,1.50666666666667
8,19____,Chocolate,Flash,Left,CSPre,-0.33333333333333337,-0.3300000000000336
8,20____,Banana,Steady,Left,CS,0.5,0.42000000000000637
8,20____,Banana,Steady,Left,Post1,0.8333333333333333,4.043333333333318
8,20____,Banana,Steady,Left,Post2,1.3333333333333333,3.1633333333333553
8,20____,Banana,Steady,Left,Pre1,0.16666666666666666,1.1633333333333553
8,20____,Banana,Steady,Left,Pre2,0.5,0.9099999999999873
8,20____,Banana,Steady,Left,CSPre,0,-0.4899999999999809
8,20____,Chocolate,Flash,Right,CS,0.3333333333333333,0.8233333333333046
8,20____,Chocolate,Flash,Right,Post1,0.6666666666666666,4.536666666666652
8,20____,Chocolate,Flash,Right,Post2,1,4.653333333333326
8,20____,Chocolate,Flash,Right,Pre1,0.16666666666666666,1.0700000000000025
8,20____,Chocolate,Flash,Right,Pre2,0.16666666666666666,1.0200000000000198
8,20____,Chocolate,Flash,Right,CSPre,0.16666666666666666,-0.19666666666671517
8,21____,Banana,Flash,Left,CS,1.1666666666666667,1.2333333333333107
8,21____,Banana,Flash,Left,Post1,0.8333333333333333,3.8166666666666633
8,21____,Banana,Flash,Left,Post2,0.6666666666666666,2.9466666666666956
8,21____,Banana,Flash,Left,Pre1,0.5,1.0566666666666529
8,21____,Banana,Flash,Left,Pre2,0.3333333333333333,0.7099999999999983
8,21____,Banana,Flash,Left,CSPre,0.8333333333333335,0.5233333333333124
8,21____,Chocolate,Steady,Right,CS,1.3333333333333333,1.3266666666666915
8,21____,Chocolate,Steady,Right,Post1,0.5,4.326666666666661
8,21____,Chocolate,Steady,Right,Post2,1.1666666666666667,3.3966666666666163
8,21____,Chocolate,Steady,Right,Pre1,1,0.7900000000000016
8,21____,Chocolate,Steady,Right,Pre2,0.16666666666666666,0.23999999999999488
8,21____,Chocolate,Steady,Right,CSPre,1.1666666666666665,1.0866666666666966
8,22____,Banana,Flash,Right,CS,0.6666666666666666,0.9533333333333758
8,22____,Banana,Flash,Right,Post1,1.1666666666666667,2.9599999999999986
8,22____,Banana,Flash,Right,Post2,0.16666666666666666,3.2466666666666724
8,22____,Banana,Flash,Right,Pre1,1.6666666666666665,0.9566666666666491
8,22____,Banana,Flash,Right,Pre2,3,2.4133333333332843
8,22____,Banana,Flash,Right,CSPre,-2.3333333333333335,-1.4599999999999085
8,22____,Chocolate,Steady,Left,CS,0.6666666666666666,0.4266666666666291
8,22____,Chocolate,Steady,Left,Post1,0.6666666666666666,2.9899999999999856
8,22____,Chocolate,Steady,Left,Post2,0.8333333333333333,3.2099999999999507
8,22____,Chocolate,Steady,Left,Pre1,0.5,0.9466666666666679
8,22____,Chocolate,Steady,Left,Pre2,0.16666666666666666,0.8833333333333162
8,22____,Chocolate,Steady,Left,CSPre,0.5,-0.4566666666666871
8,23____,Banana,Flash,Left,CS,0,0
8,23____,Banana,Flash,Left,Post1,1.1666666666666667,2.6166666666666645
8,23____,Banana,Flash,Left,Post2,1,1.2166666666666117
8,23____,Banana,Flash,Left,Pre1,0,0
8,23____,Banana,Flash,Left,Pre2,0.16666666666666666,0.08999999999999397
8,23____,Banana,Flash,Left,CSPre,-0.16666666666666666,-0.08999999999999397
8,23____,Chocolate,Steady,Right,CS,0,0
8,23____,Chocolate,Steady,Right,Post1,1.3333333333333333,2.6800000000000206
8,23____,Chocolate,Steady,Right,Post2,3,3.143333333333331
8,23____,Chocolate,Steady,Right,Pre1,0,0
8,23____,Chocolate,Steady,Right,Pre2,0.16666666666666666,0.0066666666666606
8,23____,Chocolate,Steady,Right,CSPre,-0.16666666666666666,-0.0066666666666606
8,24____,Banana,Steady,Left,CS,0.3333333333333333,0.9733333333333387
8,24____,Banana,Steady,Left,Post1,1,4.120000000000019
8,24____,Banana,Steady,Left,Post2,0.3333333333333333,4.339999999999989
8,24____,Banana,Steady,Left,Pre1,0.16666666666666666,0.2733333333333121
8,24____,Banana,Steady,Left,Pre2,0.16666666666666666,0.056666666666652994
8,24____,Banana,Steady,Left,CSPre,0.16666666666666666,0.9166666666666857
8,24____,Chocolate,Flash,Right,CS,0.5,0.4166666666666288
8,24____,Chocolate,Flash,Right,Post1,1,3.76000000000001
8,24____,Chocolate,Flash,Right,Post2,0.6666666666666666,4.593333333333334
8,24____,Chocolate,Flash,Right,Pre1,0.16666666666666666,1.0500000000000305
8,24____,Chocolate,Flash,Right,Pre2,0.3333333333333333,0.5066666666666699
8,24____,Chocolate,Flash,Right,CSPre,0.16666666666666669,-0.0900000000000411
8,25____,Banana,Steady,Left,CS,0,0
8,25____,Banana,Steady,Left,Post1,1.1666666666666667,3.393333333333345
8,25____,Banana,Steady,Left,Post2,1.3333333333333333,4.509999999999971
8,25____,Banana,Steady,Left,Pre1,0,0.8333333333333333
8,25____,Banana,Steady,Left,Pre2,0,0.080000000000003
8,25____,Banana,Steady,Left,CSPre,0,-0.080000000000003
8,25____,Chocolate,Flash,Right,CS,0.5,0.22333333333335068
8,25____,Chocolate,Flash,Right,Post1,1.1666666666666667,2.9633333333333143
8,25____,Chocolate,Flash,Right,Post2,3.5,4.520000000000019
8,25____,Chocolate,Flash,Right,Pre1,0.6666666666666666,1.919999999999997
8,25____,Chocolate,Flash,Right,Pre2,0.5,1.5333333333333337
8,25____,Chocolate,Flash,Right,CSPre,0,-1.309999999999983
8,42____,Banana,Steady,Right,CS,0.3333333333333333,0.7333333333333485
8,42____,Banana,Steady,Right,Post1,0.8333333333333333,3.126666666666675
8,42____,Banana,Steady,Right,Post2,0.8333333333333333,3.0533333333333177
8,42____,Banana,Steady,Right,Pre1,0.16666666666666666,0.12666666666666754
8,42____,Banana,Steady,Right,Pre2,0.16666666666666666,0.1999999999999982
8,42____,Banana,Steady,Right,CSPre,0.16666666666666666,0.5333333333333503
8,42____,Chocolate,Flash,Left,CS,0.5,0.976666666666688
8,42____,Chocolate,Flash,Left,Post1,1.3333333333333333,3.8933333333333593
8,42____,Chocolate,Flash,Left,Post2,2.5,2.353333333333282
8,42____,Chocolate,Flash,Left,Pre1,0.3333333333333333,0.9300000000000066
8,42____,Chocolate,Flash,Left,Pre2,0.3333333333333333,0.16000000000001083
8,42____,Chocolate,Flash,Left,CSPre,0.16666666666666669,0.8166666666666772
8,43____,Banana,Steady,Left,CS,1.1666666666666667,1.5733333333333235
8,43____,Banana,Steady,Left,Post1,0.8333333333333333,3.6466666666666656
8,43____,Banana,Steady,Left,Post2,2.166666666666667,3.5433333333333557
8,43____,Banana,Steady,Left,Pre1,0.8333333333333333,0.27000000000000063
8,43____,Banana,Steady,Left,Pre2,0.6666666666666666,0.523333333333331
8,43____,Banana,Steady,Left,CSPre,0.5000000000000001,1.0499999999999925
8,43____,Chocolate,Flash,Right,CS,1.1666666666666667,1.5266666666666662
8,43____,Chocolate,Flash,Right,Post1,1.1666666666666667,4.736666666666603
8,43____,Chocolate,Flash,Right,Post2,1.3333333333333333,0.9766666666667234
8,43____,Chocolate,Flash,Right,Pre1,0.8333333333333333,0.18666666666662948
8,43____,Chocolate,Flash,Right,Pre2,0.6666666666666666,0.6366666666666585
8,43____,Chocolate,Flash,Right,CSPre,0.5000000000000001,0.8900000000000077
8,44____,Banana,Flash,Left,CS,2.3333333333333335,2.430000000000033
8,44____,Banana,Flash,Left,Post1,0.8333333333333333,4.6200000000000285
8,44____,Banana,Flash,Left,Post2,0.5,1.7699999999999818
8,44____,Banana,Flash,Left,Pre1,0.6666666666666666,0.39666666666665884
8,44____,Banana,Flash,Left,Pre2,0.8333333333333333,1.5866666666666638
8,44____,Banana,Flash,Left,CSPre,1.5000000000000002,0.8433333333333692
8,44____,Chocolate,Steady,Right,CS,1.8333333333333333,3.090000000000023
8,44____,Chocolate,Steady,Right,Post1,1.1666666666666667,4.56333333333337
8,44____,Chocolate,Steady,Right,Post2,0.5,1.0866666666666542
